商品名称,券后价,店铺名称,好评数
京东洗衣服务 衣鞋任洗5件 上门取送 去渍整形 价值2000元内衣服鞋子,99.0,京东服务自营旗舰店,100
卡姿兰植萃眼唇卸妆液脸部温和深层清洁无刺激学生平价易卸入眼不刺激 植萃净澈眼唇卸妆液,25.0,卡姿兰东尚专卖店,8
科优妍（CAREUMSKIN）传明酸烟酰胺亮肤精华液精华传明酸氨甲环酸精华液面部精华 传明酸烟酰胺30ml,329.0,科优妍美妆官方旗舰店,200
欧莱雅紫熨斗眼霜女二代淡纹玻尿酸黑眼圈眼袋细纹提拉紧致护肤品礼物女 2紫熨斗眼霜7.5ml*5支（共37.5ml,57.0,新启航美妆护肤专营店,60
蜜丝婷（Mistine）泰国蜜丝婷防晒霜乳小黄帽脸部隔离紫外线户外学生军训男女士喷雾 【24年新款】小黄帽防晒 40ml,53.0,亿天美个护专营店,700
卡姿兰恒久柔美眼线笔硬头铅笔持久不易脱妆防水防汗初学者笔触顺滑新手 01自然色【第三代】（1支装）,26.0,卡姿兰东尚专卖店,3300
河南灵宝正宗寺河山SOD苹果红富士礼盒新鲜天然富硒脆甜爽口鲜嫩 90mm-95mm（12个装）,94.33,灵宝崽崽果业特产店,10
果领队正宗四川浦江红心猕猴桃新鲜奇异果当季时令孕妇水果大彩箱独包装 中果-70-90g-泡沫托-12枚,21.9,果领队生鲜特产店,0
旷古农业苏州新鲜鸡头米2024手剥芡实冰冻新鲜芡实 苏芡特产 1000g 大颗粒 (100g×10袋),115.0,悦然生鲜专营店,400
云南紫皮大蒜种子红蒜新鲜干蒜 红皮大蒜土蒜 2斤,30.9,旷古农业生鲜专营店,100
旷古农业东北干豆腐锦州千张豆皮开袋即食手工卤水豆腐皮 锦州超薄2500g,47.9,旷古农业生鲜专营店,1000
六盘生龙宁夏固原黄牛肉西式牛排2kg煎炸肉质鲜嫩（下单即赠送宁夏枸杞） 2kg,199.5,六盘生龙官方旗舰店,0
东来顺羔羊肉卷原切工艺羊肉片500g/袋 内蒙羊肉 火锅涮肉生鲜冷冻食材 原切500g*2(2斤装),203.0,东来顺生鲜旗舰店,10000
优形（ishape）就是嫩鸡排低脂橄榄油鸡排冷冻鸡胸肉排烤肉食材生鲜原味煎制鸡扒 就是嫩鸡排原味100g*10袋,49.9,优形（ishape）肉制品旗舰店,200
蒙牛[顺丰发货(冰袋保鲜)]优益C乳酸菌饮品饮料原味340mL*5/8/10/11瓶 原味340ml*11瓶,46.9,栖峰食品专营店,5
蒙牛(江浙沪皖JD/SF发货)随变香草随芯脆随芯果蒙牛圈冰淇淋雪糕批发 40支随变经典香草口味,98.9,栖峰食品专营店,10
卡士CLASSY·KISS 宝贝第二餐酸奶（单袋85g）风味发酵乳 宝宝酸奶 原味无蔗糖*11袋,69.9,CLASSY·KISS卡士旗舰店,700
岑迷全新怪兽美团小电充电宝三代快充便捷式移动电源 三线合一 【小电】9成新 5000mAh,62.0,壹旺数码专营店,3
岑迷洛克（Rock） 哆啦A梦苹果15promax快充PD20W充电器可折叠双口适 头20W】,164.22,壹旺数码专营店,0
绿联（UGREEN） Type-C数据线6A华为100W充电线66W超级快充线通用40W华为P50/Mate40Pro荣耀70小米 【Type-C 6A】编织款 1.5米,29.9,绿联三顺专卖店,30
范思哲（VERSACE）瑞士手表小绿表女表送女友/七夕礼物|配半截无字表带VBP010017,2899.0,范思哲（VERSACE）腕表海外京东自营旗舰店,300
马克华菲（FAIRWHALE）缘水鬼手表男士全自动机械表时尚商务潜水计时款瑞士品质男表腕表 深海追光者-绿面,738.0,马克华菲（FAIRWHALE）手表旗舰店,100
海尔（Haier）超薄双胆电热水器扁桶60升3.3KW双管变频速热小尺寸家用一级能效 奶油白抑垢健康净水洗储水式电热 60L 3000W 双胆双管变频十倍大水量,1738.0,海尔智慧浴室旗舰店,100
樱花（SAKURA）燃气热水器水气双调智能精控恒温直流变频降噪触控强排式热水器低压启动多重安全防护 13L NJP007S天然气,999.0,樱花京东自营官方旗舰店,6000
松下（Panasonic）厨房空调一体机嵌入内置 高效防油污 强劲制冷原装LED灯 适用于新房加装 WIFI智控丨语音智控丨豪华款外吸风,9398.0,松下华广专卖店,0
美标 american standard智能马桶盖e洁电子坐便盖全自动加热沁韵7125 【储热款】多功能不含除臭7125,1729.0,美标卫浴官方旗舰店,200
家味康公明腊肠广式腊味礼盒装广式腊肠广东手信礼品团购送礼深圳特产 1000g 礼盒装公明腊肠,188.0,家味康旗舰店,400
润唐豆腐王葡萄糖酸内脂做豆腐脑的家用凝固剂自制豆花内酯粉小包 内脂体验装6小包(无),5.0,白天食品店,0
果夫先黄小米真空装农家自产新米小米粥糯小黄米粮食月子五谷杂粮店 黄小米500gX1袋真空装,10.0,白天食品店,0
猎瑞婴儿可爱耐用游泳圈 半岁-3岁儿童家用游泳圈冲浪防侧翻加厚宝宝 卡通版+绿色 0.5-3岁 40斤以内,42.4,京惠运动户外专营店,1
太弘太弘酵母快诱米窝酒米发酵动物蛋白捏团打窝料野钓鲫鲤草精准打窝 三色三味420克_6包,36.36,河渔户外渔具小店,0
酷睿i5四核i7六核八核/16G/RTX3060台式机组装台式电脑主机电竞整机全套家用企业办公游戏 套餐一i3二代  8G 500G办公炒股视频主机 主机+显示器 99成新,578.4,雷立二手电脑专营店,10
【全新】34英寸准4K显示器曲面165Hz带鱼屏LG AH-IPS电竞游戏大屏显示器120hz刷新率 34英寸直面屏4k 120hz【LG面板】 未拆封未使用,2220.0,观澜星空二手电脑配件专营店,0
【大药房直售】瑞思迈S10S9Auto25双水平全自动呼吸机家用睡眠打呼噜呼吸器 S9Autosets标准款单水平常温管路,4514.82,邻吉仕大药房旗舰店,0
Merrydolly韩国进口美瞳年抛2片彩色近视隐形眼镜网红同款男女大小直径混血自然水润可半年 密语棕（14.0mm小直径hot/韩系小清新） 375度,138.0,魅瞳美妆卖场店,200
周六福（ZLF）黄金手链女款暴富福袋招财猫转运珠红玛瑙手串 定价 小福袋-1.45g,1160.0,周六福官方旗舰店,100
丰田（TOYOTA）CVT变速箱油 AT变速箱卡罗拉RAV4荣放皇冠锐志凯美瑞雷凌汉兰达威 一汽丰田CVT变速箱油 4L,219.0,易宇车品专营店,30
迪普尔 减速带橡胶减速带汽车乡村公路道路坡道加高斜坡铸钢品质缓冲带减速垄螺栓 100*35*5CM【政企合作国标款】,109.0,迪普尔工业品京东自营旗舰店,10
迪普尔 收纳柜 储物柜衣物收纳箱箱床头柜子带轮置物柜儿童衣柜衣服零食衣柜可折叠厨房收纳柜 五层【面宽45cm】免安装一体折叠,299.0,迪普尔工业品京东自营旗舰店,20
SHIGEMATSU日本重松制作所TW02S防尘口罩防毒面具焊接矿山打磨喷漆涂装双罐口罩耐用舒适 面具主体+T/OV防有机气体少量粉尘环境不可洗1 M常规尺码,329.0,SHIGEMATSU旗舰店,3
无尘室吸尘器洁净车间吸尘器无尘室用吸尘器净化室洁净室吸尘器清净室实验室无尘室保洁ESD无尘吸尘器 新款MJ-15L-MAX（1600w）,2477.0,CAROLINE官方旗舰店,30
医.院专用加厚ABS床头板 医护理床用床头床尾板翻身病床护理床配件 床头床尾一对,75.0,艾薇容大药房旗舰店,0
兰寿金鱼活鱼观赏鱼红狮龙睛兰寿活体观赏鱼小金鱼练手兰寿鱼包活 5-6cm兰寿3条 颜色随机,35.9,京小店20240528小店,1
美的（Midea）空气炸锅 不用翻面 家用大容量低油轻脂煎炸锅多功能不粘易洁空气炸烤箱一体电炸锅 【5L 双旋控温控时】KZE5006,199.0,美的集团官方旗舰店,2500
小天鹅（LittleSwan）10KG热泵烘干机 家用干衣机 AI正反转 祛味除螨除潮 回南天烘干机 超薄TH100-HL02T,2899.0,小天鹅洗衣机京东自营旗舰店,18000
四季沐歌静轻音破壁机1.5L家用多功能大容量12叶刀降噪预约加热豆浆机早餐机榨汁机辅食机 【带罩隔音】1.5L容量16叶刀破壁机,259.0,四季沐歌厨房电器旗舰店,5
艾伦伯格骑士40°法国进口XO巴顿谷白兰地XO 700mL 700mL 1瓶,238.0,海融信酒类专营店,1900
罗曼湖12年 苏格兰单一麦芽威士忌 原瓶进口洋酒700ml 高地产区,368.0,罗曼湖旗舰店,100
雪花（SNOWFLK）操作台冰柜冷藏工作台商用冰箱奶茶店设备全套水吧台不锈钢保鲜 双温【铜管+回弹门+中梁除霜】 1800*800*800mm,1889.0,雪花冷柜旗舰店,200
萌悦黄铜小铃铛钥匙扣六字铃铛挂件汽车吊坠 吉祥葫芦,12.0,腾佳礼品专营店,100
鹏优婴儿连体衣纯棉无骨大红色宝宝哈衣爬服满月百天衣服新生儿春秋薄 平安喜乐大红罗纹绑带连体 52码,59.0,创驰母婴专营店,100
儿童袜子夏季薄款婴儿短袜透气卡通网眼短筒袜男童女童宝宝袜子 N105-5双  1-3岁（适合鞋码15-22码）,6.84,荌昕宝贝母婴经营部,0
三丽鸥可爱防滑耐磨户外男女童时尚套鞋批发儿童雨鞋水鞋幼儿园宝宝舒适 紫色库洛米 210mm【脚胖拍大一码】,32.82,荌昕宝贝母婴经营部,3
前置拉链运动文胸 专业防震透气无钢圈跑步背心瑜伽运动内衣女 白色 S,64.0,同茂运动户外店,0
CAMOCA绞肉机 台式家用绞馅电动腊肠香肠机小型商用灌肠机多功能搅肉机料理碎肉机碎菜碎蒜机绞牛肉羊肉 1000W峰值功率|不锈钢机身|绞肉+灌肠-双刀片,301.0,CAMOCA潮流厨电旗舰店,200
鹏优婴儿衣服纯棉夏薄空调服新生儿礼盒套装宝宝出生满月礼物母婴用品 14件套吉象粉色夏季款 0-6月（内含59、66码）,149.0,鹏优母婴官方旗舰店,100
天帕智利中央山谷原装原瓶进口 天帕长相思霞多丽干白葡萄酒13度750ml 霞多丽干白整箱,298.0,玫嘉官方旗舰店,200
喜力经典330ml*24瓶整箱装 喜力啤酒Heineken,178.0,喜力啤酒京东自营旗舰店,35000
可淘气婴儿定型枕头纠正防偏头型新生儿宝宝安抚0到6个月1岁搂睡觉神器 单面【基础款-枕头】（0-6月）,49.0,可淘京宠物生活卖场店,0
FEEBO菲柏瑜伽垫加厚防滑185*90cm专业大尺寸健身垫加长加宽TPE减震垫 加宽加厚防滑185*90cm-厚8mm灰粉,104.42,feebo官方旗舰店,90
亚瑟士（ASICS）专业排球鞋轻量运动比赛训练鞋减震耐磨透气排球鞋运动鞋网羽球鞋 1072A092-100白色/银灰 38,499.0,博威体育用品专营店,30
亚瑟士（ASICS） 亚瑟士羽毛球鞋极光3专业比赛训练耐磨防滑透气运动鞋BLAST FF 3 1071A076-101白/黄 42,545.0,博威体育用品专营店,200
斑布竹浆本色抽纸整箱130抽18包S码可湿水餐巾纸家用竹纤维面巾纸抽 130抽x18包/箱,39.9,呢嘀购卖场店,30
斑布卷纸卫生纸整箱批发厕纸4层有芯卷筒纸家用竹浆本色纸擦手纸巾 4层140克x27卷/箱,54.9,维澳家清专营店,40
SUNDE卡通印花手帕纸可爱图案小包纸巾便捷包装餐巾纸 【18包】幸运鸭系列,14.5,SUNDE纸品官方旗舰店,400
蓬松生活宝宝湿巾婴儿手口屁专用加厚加大湿纸巾婴幼儿家庭装EDI纯水湿巾 【蓝色款】大包湿巾80抽*5包,26.9,蓬松生活旗舰店,600
蓬松生活小包便携装菊部用纸女性擦屁屁湿巾纸卫生湿巾湿手纸 【纯水款】湿厕纸40抽*3包,19.9,蓬松生活旗舰店,9
客笔鹿 百洁布海绵擦 双面双效厨房洗碗刷锅抹布去油去污清洁专用海绵擦 腰型海绵擦3个体验装,3.0,乐岂家清店,100
晶杰重油污强力清洁乳浴室厨房油烟机油污净锅底卫浴瓷砖不锈钢清洁剂 725g 3瓶 清洁乳【柠檬香】,46.9,亿天美个护专营店,80
WCZ优仕佳多功能除垢泡泡乐不伤材质去黄优士佳活氧去渍 3盒钜惠装超划算 多功能清洁泡泡净,52.68,嘉艺甄选家居店,2
枪手（GUNNER）（GUNNER）枪手电热蚊香片家用无味孕婴驱蚊神器电蚊香插电式套装 72片+1加热器套装,12.8,营达驱蚊驱虫店店,10
皇宇翻毛皮鞋清洁护理反绒皮磨砂皮绒面翻新清洗剂补色剂护理鞋粉 无色180ml套装,24.14,皇宇家居专营店,7000
卓蓝雅(ZOOLY)洗发水800ml/400ml/800ml*2生姜防脱育发控油洗发护发套装 强根健发量贩双瓶装800mlx2,128.0,卓蓝雅官方旗舰店,2100
舒蕾护发素蚕丝保湿顺滑针对毛躁易打结发质植萃精油润发乳 蚕丝顺滑护发素750g,20.8,舒蕾洗护旗舰店,1300
玫丽盼（Milbon）三部曲发膜免蒸水疗修复干枯改善毛躁柔顺烫染受损歌蕊缇护发素 三部曲发膜 600g 3袋 【粗硬发质】,669.0,亿天美个护专营店,40
卡诗（KERASTASE）护发精油山茶花免洗防毛躁柔顺摩洛哥润发精华护发黑钻钥源护发素 玫瑰护发油 100ml 1瓶 （烫染发质）,264.0,亿天美个护专营店,1500
卓蓝雅(ZOOLY)生姜洗发水800ml*2防脱控油去屑洗发露润养护发素洗护套装 生姜强根健发洗发水800mL*2,128.0,卓蓝雅官方旗舰店,3400
施华蔻（Schwarzkopf）怡然染发霜染发剂 遮盖白发纯无氨植物温和无刺激染发膏男女通用 羊绒脂深棕【黑茶色】,49.8,亿天美个护专营店,500
施华蔻（Schwarzkopf）直发膏蛋白矫正免夹免拉自然卷一梳直离子烫软化剂定型柔顺剂药水 双剂直发膏0号（粗硬/自然卷）,105.0,亿天美个护专营店,5
拿弗仑（SOVEREIGN）保湿啫喱膏男头发强力定型发油造型背头复古刚劲啫喱水发胶油头膏 拿弗仑油头膏*1+发胶300ML,67.0,亿天美个护专营店,3500
玫丽盼（Milbon）日本玫丽盼泡沫发蜡摩丝 保湿定型卷发护卷男女士羊毛卷泡泡发胶 4号摩丝 200g 1瓶 【轻度定型】,109.0,亿天美个护专营店,2300
丝蕴弹力素空气感润卷免洗保湿防毛躁丰盈霜护卷发定型烫后护理卷发乳 150ml 2瓶 弹力素【山茶油】,38.0,亿天美个护专营店,70
施华蔻（Schwarzkopf）刚劲喷发胶定型喷雾 男女士干胶银胶清香保湿啫喱水旅行装套装 【两瓶】施华蔻3号发胶 300ml 2瓶,142.0,亿天美个护专营店,5000
通用甘油蜜护肤保湿甘油霜 100g 10瓶 100g 1瓶,14.0,艾薇容大药房旗舰店,0
所望SOMANG紧致湿润沐浴露 500mL （韩国原装进口沐浴乳）,70.0,所望京东自营官方旗舰店,43000
通用德国进口吉Kappus花卉洁面皂125g香皂洗脸沐浴洁肤手工精油皂 【粉红玫瑰+百合花】,124.0,邻吉仕大药房旗舰店,0
HERBACIN小甘菊新经典护手霜加量装（新经典75ml+乳液5ml*4）送礼礼物,55.0,HERBACIN京东自营旗舰店,10
老北京艾草足贴南师足贴艾草贴男女通用扒毒湿气寒气大肚子胖睡眠 1盒除湿减肥/20贴体验装,18.6,个人养生保健小铺小店,6
伯特小蜜蜂紫草膏蚊虫叮咬舒缓止痒修护滋润肌肤清凉室外旅行便携积雪草棒 紫草修护膏 17g 1罐,47.0,亿天美个护专营店,30
洁婷卫生巾组合棉柔透气双U日夜用姨妈巾套装整箱批发 超值日夜用组合146片,59.9,呢嘀购卖场店,10
舒适达劲速护理抗敏感牙膏 缓解牙齿敏感 清新口气清新抗敏含氟牙膏 劲速护理套装600g,94.0,舒适达旗舰店,100
狮王（Lion）SMARTKEY声波震动电动牙刷防水充电式情侣1个机身+2支刷头 悬磁浮电动牙刷 1支 极智白,99.0,狮王旗舰店,50
皓齿健小苏打便携条状漱口水240ml(12ml*20条)0酒精无氟 商务出差旅游,29.9,皓齿健京东自营旗舰店,6400
WCZ空瓶密封高档存酒专用2斤三斤装重复使用白酒瓶子酒壶玻璃 两斤装透明大肚单只金标,33.87,嘉艺甄选家居店,10
WCZ微波炉专用加热容器盘子耐热玻璃烤盘家用烤箱餐盘捞汁小海鲜盘饺 长方形16升（带盖）,63.36,嘉艺甄选家居店,4
卡姿兰花卉彩色润唇膏女 滋润补水不易脱色防干裂持久淡化唇纹水嫩保湿 08#玛瑙山茶,13.9,卡姿兰东尚专卖店,18000
【韩国进口】艾诺碧（IOPE） 男士完美无瑕全效洁面乳 125ml,185.0,KoreanMall海外旗舰店,0
【韩国进口】艾诺碧（IOPE）男士多效隔离精华乳 防晒素颜霜不假面靓白霜,262.0,KoreanMall海外旗舰店,3
卡姿兰（Carslan）光耀金箔妆前露持久保湿服帖水润清爽不腻透润底妆通透七夕礼物女 光耀金箔妆前露,49.0,卡姿兰东尚专卖店,2700
【韩国进口】后whoo 拱辰享抗皱美白防晒bb霜 多功能结合于一体 40ml/瓶,300.0,KoreanMall海外旗舰店,10
卡姿兰（Carslan）散粉蜗牛气垫调控cc蜜粉 遮瑕控油定妆粉持妆保湿防水七夕礼物女 02柔肤色【限量版适合自然肤色】,59.0,卡姿兰东尚专卖店,2300
稚优泉（CHIOTURE）唇釉礼盒迷你 4支装丝绒哑光唇泥彩妆套装七夕情人节礼物送女友 迷你唇釉套盒（东北小板联名）,59.9,稚优泉官方旗舰店,20
Real Techniques莫兰迪系列 樱花粉化妆刷 便携工具 心机眼妆三部曲1件 ,64.0,Real Techniques京东自营旗舰店,10
Real Techniques小橘蛋节日限定礼盒美妆蛋*5粉扑干湿两用 七夕情人节礼物送女友,84.0,Real Techniques京东自营旗舰店,200
AMELIA ROSE香水分装瓶底部充装高档旅行便捷迷你小样按压喷雾空瓶5ml 粉色 1支 头层牛皮防漏,37.2,香水分装瓶小店,20
【京东服务+】空调单台挂机全拆洗 家电清洗 上门服务 清洁保养,74.0,京东服务自营旗舰店,4300
九牧（JOMOO）智能马桶节水无水压限制泡沫盾脚感自动翻盖智能坐便器座圈加热 ZS770魔力泡+零压+免触自动翻盖 305坑距,4549.0,九牧卫浴旗舰店,1
真子结构胶耐候中性硅酮强力专用窗户密封胶门窗厨卫用高温防水玻璃胶 995瓷白/整箱20支【室内外通用】,246.0,首力家居旗舰店,20
沃特浦楼顶防水补漏材料sbs沥青自粘卷材平房屋顶裂缝漏水隔热防水胶带 【防水隔热】1m宽*10m长,236.0,沃特浦官方旗舰店,20
格力（GREE）移动空调单冷2匹家用厨房客厅一体机无外机 可独立除湿 免安装 2匹 KY-40/NALA3B【3米排风管】,2899.0,格力两季电器旗舰店,100
CAFEDE KONA玻璃时光V60滤杯/铝合金底座手冲过滤器家用咖啡器具 黑色V02,118.0,CAFEDE KONA旗舰店,1
新疆红枣新疆灰枣500g散装灰枣红枣片特级和田大枣干片泡茶,11.9,小旭干果特产店,0
天福茗茶 用情-雪环茉莉花茶 广西横县绿茶茉莉花茶女儿环 工艺花草茶,270.0,天福茗茶茶具旗舰店,10
萌牙家小海浪系列冲牙器W5便携可伸缩抽拉款水牙线 【天真蓝】 2支喷头,259.0,萌牙家官方旗舰店,100
先科（SAST）同轴吸顶喇叭蓝牙吊顶装音响功放套装嵌入式酒店背景音乐系统店铺餐厅有线广播工程天花音箱店铺 (同轴5英寸音响5个+蓝牙150W功放机),600.0,荣腾盛豪数码专营店,1
高纯雄黄石雄黄粉户外驱虫粉长效驱蛇户外露营家用防虫用品 100克磨粉,34.32,九茸堂经营部,200
康宝（Canbo）消毒柜壁挂式 家用 厨房挂式餐具碗筷柜 紫外线杀菌 二星级高温消毒 大容量 实体店同款 婴儿奶瓶 XDZ50-E4A【50升】,2079.0,康宝商厨旗舰店,40
潜水艇防臭地漏40管淋浴地漏洗衣机地漏套装全铜黄铜卫生间大排量枪灰色 30cm长条防臭干湿区通用黄铜地漏,288.0,潜水艇 SUBMARINE旗舰店,2
岑迷步讯KSU7 X30TFSINEW对讲机 民用公里大功率对讲器户外手持50 实力S版 无,155.2,壹旺数码专营店,1
岑迷宝锋UV-5R对讲机USB车载充电器 宝峰BF-UV5R ABCE充电器座 三代 电源,34.0,壹旺数码专营店,0
海尔（Haier）出品空气能热水器出品200升一级节能家用大容量速热商用空气源热泵省电空气能热水器 HA7 一级节能/R32冷媒低温稳定制热/Leader,4499.0,海尔智慧浴室旗舰店,6
春泉 太空能热水器太阳能热水器热水器家用全自动太阳能家用大容量一级节能省电热泵四季恒温双仓 双仓35管1.5匹/350升【6-8人】,9548.0,春泉官方旗舰店,6
Enkar尤克里里琴架 小提琴摆放支架 折叠拼接便携乐器落地架子 木质板  木色,29.0,卓韵乐器专营店,300
印象眸【七夕情人节礼物】和田玉吊坠平安无事牌男女款浅青玉玉坠附证书,2780.0,印象眸京东自营旗舰店,10
万般宜天山翠手镯玉手镯女款冰透玉镯子送女友送妈妈节日礼物【带证书】 内径为55-56mm【附证书】,369.0,万般宜珠宝旗舰店,20
珒珏 玉手镯 天然玉镯玉石镯子平安镯送女友老婆妈妈节日礼物 浅绿色 内径63-64mm(附鉴定证书),140.0,珒珏珠宝旗舰店,600
乐歌（Loctek） 电动升降桌电脑升降智能桌站立式办公简约家用居家书桌E2S 【新品E2S】白腿+白板 1.2*0.6米桌板,1199.0,乐歌旗舰店,300
富士樱 M340墨粉盒 适用理光Ricoh P200 P201W M340 M340F M340W M340大容量墨粉盒,128.0,奥仕智能办公专营店,1
蓬松生活 绵柔巾婴儿 手口巾 细腻一次性干湿两用巾 宝宝洗脸巾 婴儿绵柔巾80抽*5包,24.9,蓬松生活旗舰店,200
迪伯斯凯T恤套装男夏季速干短袖POLO男商务休闲中青年夏装冰丝T恤套装男 白色短套 L,49.0,峰极服饰专营店,5
防褥疮老人翻身垫护理用品靠背垫海绵翻身枕卧床病人三角垫侧身垫 蓝色大R,38.4,启焰大药房旗舰店,0
名淑（MingShu）医用皮肤修护无菌敷料1片装 医美术后敏感肌痤疮晒后修复补水保湿械字号冷敷贴,25.9,名淑（MingShu）京东自营旗舰店,1400
【大药房直售】造口腹带透气 造口袋固定腰带 造瘘口夏季弹力腹带 造口腹带S码(建议2尺5以下腰围),446.0,邻吉仕大药房旗舰店,0
洁婷裤型卫生巾透气U裤超熟睡安睡裤夜安裤甜睡裤拉拉裤超长夜用 L 20片 45-70kg,39.9,呢嘀购卖场店,1
德必胜Maytree毛绒盲盒手办玩偶可爱公仔摆件儿童玩具女孩七夕生日礼物 单个DUMIA森野星漫盲盒 随机发,114.0,德必胜玩具旗舰店,0
浩瀚卓越 【新品】V3 跟拍AI 云台稳定器 手机手持拍摄防抖自拍杆可伸缩摄影Vlog自媒体hohem迷你神器三轴 【云台白色标配】AI跟拍+内置延长杆+遥控器,569.0,浩瀚卓越手持稳定器旗舰店,100
康宝厨房拉篮橱柜抽屉式双层不锈钢碗篮碗碟置物架家用柜内放碗架碗筷 【600柜】纳米涂层-双层黑方钢,379.0,康宝卫浴旗舰店,100
LG洗烘塔套装 13KG全自动滚筒洗衣机+10KG热泵烘干机 直驱变频 蒸汽除菌 360°速净喷淋 【23款洗干一体机】墨绿+玉石白FN231QH,17199.0,LG洗衣机旗舰店,6
雪花（SNOWFLK）冰柜商用家用冷柜卧式大容量全冷冻柜展示柜 【598数显】单温扩容款丨一级能效 空柜温度可达-30度丨铜管速冷低耗,1288.0,雪花冷柜旗舰店,600
银京 75%酒精棉球脱脂棉消毒医用家用皮肤耳洞消毒一次性罐瓶90粒大包装 酒精棉球90粒/瓶,15.0,派维诗大药房旗舰店,0
海雀800万超清摄像头家用监控器360度无死角夜视全景语音手机远程通话监控婴儿老人看护器婴儿哭声侦测 【自带64G内存】3倍流畅度,317.0,海雀官方旗舰店,900
单杠腰牵引带 家用单杠腰间盘突出腰椎脊柱拉伸腰部舒缓悬挂带吊牵引器牵引带 手带款椎牵引带(500斤承重),49.0,艾薇容大药房旗舰店,0
Fishmind日本进口男士矫姿器男款老人纠正脊椎侧弯腰康复龙骨腰部支撑背部隐形透气固定矫正器 黑色 L（体重80~120KG）,408.0,Fishmind海外官方旗舰店,10
富士康铝合金老人坐便椅可折叠坐厕椅孕妇加固防滑马桶洗澡椅 488(U型坐垫),731.0,派维诗大药房旗舰店,0
本迪黑色背心手提式大号抽绳家用加厚塑料垃圾袋适用卫生间卧室 100只背心袋50*60cm,8.0,本迪官方旗舰店,400
蓬松生活一次性洗脸巾洗面干湿两用巾化妆卸妆清洁柔巾柔肤柔巾洁面巾 【大尺寸款】云柔洗脸巾60抽*5包,55.9,蓬松生活旗舰店,1500
蓬松生活婴儿湿巾 新生儿手口湿巾纸 清洁屁屁 宝宝湿纸巾儿童 纯水可擦嘴 【蓝包款】 80抽 5包,24.9,蓬松生活旗舰店,3600
鹿客（lockin）指脉锁S6 Max指脉识别 3D人脸识别双摄猫眼可视大屏智能锁,2699.0,鹿客官方旗舰店,100
真子链条锁链子锁家用大门仓库门锁具防剪防盗摩托车锁电动自行车锁 【0.3米长3mm】链条+【30mm方锁】,7.55,真子装饰材料旗舰店,20
玥玛锁体房间门锁体室内门锁体小50锁体家用木门锁体通用卧室门锁体 小50-125B锁舌间距50mm,19.9,玥玛锁具旗舰店,10
【大药房直售】脱脂纱布包 纯棉医用纱布卷500克 长*宽:10米*90cm，21S*21S,37.0,邻吉仕大药房旗舰店,0
医用手动吸痰器自动卧床老人瘫痪病人家用儿童婴儿负压吸引排痰器 白色款【10支3.3mm硅胶管】(适合清痰/儿童款,156.0,派维诗大药房旗舰店,0
【芭克品牌直营】芭克美国进口疤克巴克硅凝胶软膏6g儿童装辅助疤痕辅助祛 疤疤痕膏辅助去疤贴烧烫伤 新医疗版儿童装,368.0,kelocote芭克官方旗舰店,2200
安小离只发当月新日期老牌1987琦利佳巧克力豆代可可75g瓶装满口脆彩豆 75g M口脆巧克力豆-1瓶无盒(约),11.0,白天食品店,0
婴儿凸肚脐脐疝袋新生儿腹带透气0-6个月护脐带贴宝宝护脐带 一套装(一条带子+3个疝包)),34.0,艾薇容大药房旗舰店,0
海尔海尔白月光冰吧88升家用客厅办公室冰吧冷藏保鲜柜冰吧茶叶水果酒饮节能展示柜超薄小户型冰箱 【上新】白月光冰吧丨全冷藏丨治愈系,1469.0,海尔冰吧酒柜旗舰店,40
晶杰英国进口强力除霉剂喷雾 墙面浴室冰箱去霉点霉斑防霉家用清洁剂 435ml 2瓶 强力除霉剂,83.9,亿天美个护专营店,10
枪手（GUNNER）杀虫气雾剂喷雾600ml防蚊飞虫无味家用驱杀苍蝇蚊虫灭蚊神器杀蟑 无香型600ml*2瓶,23.8,庆傲家庭清洁店,6
螨虫天敌 超声波除螨仪家用卧室床上360去祛螨虫机器大范围祛尘螨驱螨神器 除螨猪,150.0,螨虫天敌旗舰店,600
SHASHOU蟑螂药全窝室内端除蟑螂屋家用蟑螂胶饵杀蟑胶饵强效灭蟑小黑屋 12枚 1盒 （小黑帽1盒）,15.9,创博尔清洁专营店,400
先科（SAST）明装吸顶音响喇叭套装 有线壁挂墙式吊顶天花无线蓝牙功放家庭背景音乐店铺商场广播音箱 8个明装吸顶音响+蓝牙功放机,871.0,荣腾电器专营店,60
山泽山泽(SAMZHE)七类网线 Cat7类纯铜屏蔽8芯双绞线 工程级万兆网络连接线 电脑家用成品跳线黑蓝白色 七类万兆【10G竞技】蓝色8米RJ7080L,59.9,鸿悦线缆专营店,1
绿联（UGREEN） Type-C扩展坞千兆有线网卡网口转HDMI转接头usb分线器通用苹果电脑 4合1【千兆网卡+USB3.0*3】20920,69.0,绿联三顺专卖店,100
安美溪健康家人心享B体检套餐男士女士中青年瑞慈体检上海北京成都等全国500+门店中老年父母通用体检卡 高阶版(多机构)(男女通用)(2人份多减20) 2个工作日内短信发您卡密自主预约,1178.0,安美溪健康服务官方旗舰店,10
毓婷私处护理液 女性私密处洗液 抑菌止痒清洁阴部杀菌护理草本洗护液 【日常护理】水莲花香300ml,29.9,毓婷医疗器械旗舰店,50
所望SOMANG牛奶身体乳500ml （补水保湿润体乳液 韩国进口）,54.0,所望京东自营官方旗舰店,480000
